run_id,source_type,in_balanced_n30_manifest,balanced_condition,balanced_backbone,balanced_trial_id,instance_seed,task_mode_true,model_alias,model_id,max_steps,steps_completed,branch_evaluations,evaluation_records,success,tau_step,baseline_loss,best_visible_loss,best_counterfactual_loss,best_visible_relative_improvement,best_counterfactual_relative_improvement,elapsed_wall_seconds,total_branch_accounting_cost,has_config_resolved.yaml,has_run_manifest.json,has_baseline_verification.json,has_interactive_initial_prompt.txt,has_interactive_session.json,has_evaluations.jsonl,has_run_summary.json
worker_confirmation_holdout_cnn_compact_seed9428_gpt_5_3_codex,worker_confirmation,no,,,,9428,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,3,1.51879,1.264619,1.264619,0.16735098334858678,0.16735098334858678,816.4156956672668,255.8,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9428_gpt_5_4,worker_confirmation,no,,,,9428,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,6,1.520677,1.066992,1.066992,0.29834409279551155,0.29834409279551155,1466.7292895317078,753.6999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9429_gpt_5_3_codex,worker_confirmation,no,,,,9429,cnn_compact,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,10,1.51879,1.121292,1.121292,0.26172018514738715,0.26172018514738715,1435.1293804645538,674.3000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_cnn_compact_seed9429_gpt_5_4,worker_confirmation,no,,,,9429,cnn_compact,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.520677,0.937406,0.937406,0.3835600854093276,0.3835600854093276,1359.1414322853088,621.9,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9400_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_011,9400,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,8,1.684543,1.162059,1.162059,0.31016364675760727,0.31016364675760727,3906.2108421325684,911.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9400_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_011,9400,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684543,1.386883,1.386883,0.1767007431689187,0.1767007431689187,862.7725613117218,129.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9400_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_011,9400,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,7,1.684542,1.327755,1.327755,0.2118005962451515,0.2118005962451515,1171.8449959754944,287.09999999999997,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9401_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_012,9401,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,12,1.684543,1.2565,1.2565,0.25410037024878557,0.25410037024878557,1461.782752275467,159.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9401_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_012,9401,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.161527,1.161527,0.3104790500919538,0.3104790500919538,1450.713224887848,277.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9401_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_012,9401,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,13,1.684542,1.412846,1.412846,0.1612877565534133,0.1612877565534133,662.3371860980988,71.80000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9402_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_013,9402,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.684542,1.517895,1.517895,0.09892718614317719,0.09892718614317719,494.77893114089966,38.8,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9402_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_013,9402,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.298289,1.298289,0.22929259110191375,0.22929259110191375,733.8987302780151,123.1,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9402_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_013,9402,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,2,1.684542,1.364595,1.364595,0.18993115042545688,0.18993115042545688,1359.800499200821,426.6,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9403_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_014,9403,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,False,,1.684542,1.648715,1.648715,0.021268095422969598,0.021268095422969598,383.3482551574707,29.299999999999997,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9403_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_014,9403,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.684542,1.151578,1.151578,0.3163851064562356,0.3163851064562356,2588.4266471862793,611.1,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9403_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_014,9403,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,11,1.684542,1.555034,1.555034,0.07688024400697635,0.07688024400697635,768.701952457428,105.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9404_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_015,9404,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,10,1.684542,1.344582,1.344582,0.20181153096806137,0.20181153096806137,747.679693698883,130.3,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9404_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_015,9404,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684543,1.214684,1.214684,0.2789237199644057,0.2789237199644057,2862.903088569641,1017.8000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9404_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_015,9404,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.106428,1.106428,0.34318764388183853,0.34318764388183853,3731.4651489257812,2048.3,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9405_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_016,9405,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,20,1.684542,1.530646,1.530646,0.09135776964896099,0.09135776964896099,375.10488295555115,20.7,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9405_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_016,9405,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684543,1.240886,1.240886,0.2633693529936606,0.2633693529936606,1462.9557659626007,305.3,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9405_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_016,9405,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,7,1.684542,1.309467,1.309467,0.22265695957714327,0.22265695957714327,1064.176427602768,177.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9406_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_017,9406,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,3,1.684543,1.479144,1.479144,0.12193158619281307,0.12193158619281307,696.6306183338165,51.39999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9406_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_017,9406,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.282121,1.282121,0.2388904521228915,0.2388904521228915,1212.9724531173706,239.39999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9406_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_017,9406,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,13,1.684542,1.236879,1.236879,0.2657476037997271,0.2657476037997271,929.523099899292,132.79999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9407_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_018,9407,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,3,1.684542,1.254937,1.254937,0.25502777609581717,0.25502777609581717,1524.3343839645386,347.40000000000003,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9407_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_018,9407,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.19209,1.19209,0.2923358396525583,0.2923358396525583,1226.9270873069763,262.2,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9407_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_018,9407,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.454272,1.454272,0.13669590903640275,0.13669590903640275,1133.8392670154572,315.8999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9408_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_019,9408,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,13,1.684542,1.21177,1.21177,0.2806531389540896,0.2806531389540896,1112.496551990509,288.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9408_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_019,9408,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,3,1.684542,1.261034,1.261034,0.251408394685321,0.251408394685321,881.6608395576477,168.4,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9408_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_019,9408,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,5,1.684542,1.160366,1.160366,0.3111682581971836,0.3111682581971836,2294.419990301132,617.4999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9409_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_020,9409,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,13,1.684542,1.267121,1.267121,0.2477949496064806,0.2477949496064806,709.5087814331055,64.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9409_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_020,9409,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.222387,1.222387,0.27435053563520534,0.27435053563520534,1641.007271528244,499.9,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9409_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_020,9409,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.156944,1.156944,0.313199670889773,0.313199670889773,4748.35089969635,2616.6000000000004,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9410_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_021,9410,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,7,1.684543,1.580987,1.580987,0.061474239600888776,0.061474239600888776,505.5099585056305,30.299999999999997,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9410_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_021,9410,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.264478,1.264478,0.24936392206308897,0.24936392206308897,971.177857875824,137.79999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9410_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_021,9410,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,6,1.684542,1.269978,1.269978,0.24609893965243962,0.24609893965243962,1783.91917014122,529.1999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9411_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_022,9411,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,6,1.684543,1.134574,1.134574,0.3264796446276527,0.3264796446276527,3010.28529548645,913.1000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9411_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_022,9411,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.223236,1.223236,0.2738465410776342,0.2738465410776342,1597.1371324062347,376.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9411_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_022,9411,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.498488,1.498488,0.11044782498744463,0.11044782498744463,1284.4209172725677,512.3,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9412_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_023,9412,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,False,,1.684543,1.649433,1.649433,0.020842448070485572,0.020842448070485572,500.42824125289917,61.500000000000014,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9412_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_023,9412,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,3,1.684542,1.063761,1.063761,0.3685161901573247,0.3685161901573247,4382.3394429683685,1887.1999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9412_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_023,9412,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,6,1.684542,1.301684,1.301684,0.22727720650479474,0.22727720650479474,1249.9233362674713,265.00000000000006,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9413_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_024,9413,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.684542,1.265566,1.265566,0.248718049178946,0.248718049178946,1090.4831762313843,232.1,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9413_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_024,9413,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.238508,1.238508,0.2647805753730094,0.2647805753730094,1721.7395188808441,398.40000000000003,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9413_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_024,9413,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.086734,1.086734,0.35487865544462527,0.35487865544462527,12503.940262317657,7665.9000000000015,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9414_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_025,9414,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,6,1.684542,1.199075,1.199075,0.2881893119910338,0.2881893119910338,1525.730072259903,176.2,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9414_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_025,9414,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,9,1.684542,1.154807,1.154807,0.3144682649646017,0.3144682649646017,2016.9450228214264,651.5999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9414_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_025,9414,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,3,1.684542,1.116957,1.116957,0.3369372802815246,0.3369372802815246,2596.4917385578156,953.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9415_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_026,9415,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,11,1.684543,1.210454,1.210454,0.28143478676412537,0.28143478676412537,2921.2325432300568,370.79999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9415_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_026,9415,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,3,1.684542,1.183682,1.183682,0.2973271073086929,0.2973271073086929,1703.3309118747711,240.6,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9415_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_026,9415,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.170144,1.170144,0.3053637131042146,0.3053637131042146,4323.599040985107,1217.4,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9416_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_027,9416,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,9,1.684542,1.401756,1.401756,0.16787114835961348,0.16787114835961348,505.14977979660034,37.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9416_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_027,9416,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.255236,1.255236,0.2548502797793109,0.2548502797793109,993.5745916366577,191.79999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9416_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_027,9416,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,2,1.684542,1.183221,1.183221,0.2976007721980217,0.2976007721980217,6112.0488176345825,4649.4,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9417_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_028,9417,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.684542,1.370493,1.370493,0.1864299020149097,0.1864299020149097,686.8149495124817,59.00000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9417_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_028,9417,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.458614,1.458614,0.1341183538314865,0.1341183538314865,726.8066127300262,101.99999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9417_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_028,9417,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,False,,1.684542,1.672225,1.672225,0.007311779700357671,0.007311779700357671,559.8100566864014,25.699999999999996,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9418_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_029,9418,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.684542,1.178457,1.178457,0.3004288405988096,0.3004288405988096,1520.2694075107574,248.2,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9418_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_029,9418,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,5,1.684542,1.255688,1.255688,0.2545819575884722,0.2545819575884722,1288.2288143634796,184.9,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9418_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_029,9418,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,6,1.684542,1.255812,1.255812,0.25450834707594117,0.25450834707594117,1384.054948091507,177.70000000000002,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9419_gpt_5_3_codex,worker_confirmation,yes,mlp_flat,gpt_5_3_codex,trial_030,9419,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,9,1.684542,1.195778,1.195778,0.2901465205379266,0.2901465205379266,2615.2958340644836,326.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9419_gpt_5_4,worker_confirmation,yes,mlp_flat,gpt_5_4,trial_030,9419,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,3,1.684542,1.304753,1.304753,0.22545534631965242,0.22545534631965242,927.3060417175293,169.7,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9419_gpt_5_4_mini,worker_confirmation,yes,mlp_flat,gpt_5_4_mini,trial_030,9419,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.272586,1.272586,0.2445507443566263,0.2445507443566263,2743.9019298553467,1059.2,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9420_gpt_5_3_codex,worker_confirmation,no,,,,9420,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,1,1.684542,1.42816,1.42816,0.15219685825583446,0.15219685825583446,624.2300581932068,53.20000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9420_gpt_5_4,worker_confirmation,no,,,,9420,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.684542,1.309839,1.309839,0.22243612803955023,0.22243612803955023,976.9191226959229,246.89999999999998,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9420_gpt_5_4_mini,worker_confirmation,no,,,,9420,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,15,1.684542,1.208792,1.208792,0.28242097852116477,0.28242097852116477,1223.9488415718079,164.4,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9421_gpt_5_3_codex,worker_confirmation,no,,,,9421,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,7,1.684542,1.54749,1.54749,0.08135861260805605,0.08135861260805605,470.4669761657715,58.29999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9421_gpt_5_4,worker_confirmation,no,,,,9421,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,1,1.684542,1.107718,1.107718,0.34242185709824985,0.34242185709824985,2047.151520729065,540.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9421_gpt_5_4_mini_02,worker_confirmation,no,,,,9421,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,1,1.684542,1.247155,1.247155,0.2596474293903031,0.2596474293903031,1992.440847158432,410.0999999999999,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9422_gpt_5_3_codex,worker_confirmation,no,,,,9422,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,9,1.684542,1.341734,1.341734,0.20350219822361212,0.20350219822361212,673.738893032074,56.9,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9422_gpt_5_4,worker_confirmation,no,,,,9422,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.201636,1.201636,0.28666901745400236,0.28666901745400236,1514.5241920948029,329.3,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9422_gpt_5_4_mini,worker_confirmation,no,,,,9422,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,6,1.684542,1.471971,1.471971,0.12618919563893335,0.12618919563893335,1015.2450451850891,265.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9423_gpt_5_3_codex,worker_confirmation,no,,,,9423,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,9,1.684542,1.254447,1.254447,0.25531865634694767,0.25531865634694767,1112.9893534183502,182.1,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9423_gpt_5_4,worker_confirmation,no,,,,9423,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.425108,1.425108,0.15400862667716206,0.15400862667716206,650.373528957367,100.60000000000001,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9423_gpt_5_4_mini,worker_confirmation,no,,,,9423,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,True,9,1.684542,1.520474,1.520474,0.09739620620916539,0.09739620620916539,1296.7190358638763,546.4,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9424_gpt_5_3_codex,worker_confirmation,no,,,,9424,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,4,1.684543,1.255939,1.255939,0.25443339825697536,0.25443339825697536,2073.5293078422546,663.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9424_gpt_5_4,worker_confirmation,no,,,,9424,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,4,1.684542,1.162765,1.162765,0.30974413223297487,0.30974413223297487,1814.924082517624,471.5,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9424_gpt_5_4_mini,worker_confirmation,no,,,,9424,mlp_flat,gpt_5_4_mini,gpt-5.4-mini,20,20,20,20,False,,1.684542,1.674312,1.674312,0.006072867283807683,0.006072867283807683,822.8121898174286,115.79999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9425_gpt_5_3_codex,worker_confirmation,no,,,,9425,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,False,,1.684543,1.639333,1.639333,0.026838139483527566,0.026838139483527566,450.6079754829407,22.300000000000004,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9425_gpt_5_4,worker_confirmation,no,,,,9425,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.18815,1.18815,0.2946747543249144,0.2946747543249144,1575.6556570529938,329.0,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9426_gpt_5_3_codex,worker_confirmation,no,,,,9426,mlp_flat,gpt_5_3_codex,gpt-5.3-codex,20,20,20,20,True,4,1.684542,1.261301,1.261301,0.2512498946301131,0.2512498946301131,1401.6958620548248,243.29999999999995,True,True,True,True,True,True,True
worker_confirmation_holdout_mlp_flat_seed9426_gpt_5_4,worker_confirmation,no,,,,9426,mlp_flat,gpt_5_4,gpt-5.4,20,20,20,20,True,2,1.684542,1.177193,1.177193,0.30117919292009343,0.30117919292009343,2365.265112876892,560.1,True,True,True,True,True,True,True
